               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.031113,            0.046348,           0.0065215,             0.86308,              0.8728,             0.93868,             0.69796,            0.022542,             0.02211,           0.0043087,             0.00901,             0.00901,             0.00901
                  12,            0.030926,            0.044815,           0.0061831,             0.86831,             0.89317,             0.94463,             0.70682,            0.020333,            0.022021,           0.0043783,            0.008911,            0.008911,            0.008911
                  13,            0.030129,            0.045119,           0.0060171,             0.80661,             0.81311,             0.88498,              0.6588,            0.021984,            0.022484,            0.009241,            0.008812,            0.008812,            0.008812
                  14,            0.029766,            0.045298,           0.0053817,             0.85842,             0.87547,             0.93356,             0.70643,            0.020714,              0.0219,           0.0050646,            0.008713,            0.008713,            0.008713
                  15,            0.028846,            0.044002,           0.0044336,             0.82665,             0.85995,             0.92262,              0.6842,            0.020985,            0.022336,           0.0076834,            0.008614,            0.008614,            0.008614
                  16,            0.028756,            0.043101,           0.0045224,             0.85744,             0.88115,             0.94298,             0.71214,            0.020895,            0.021378,           0.0041415,            0.008515,            0.008515,            0.008515
                  17,            0.028333,             0.04273,           0.0046239,             0.86973,             0.88515,             0.94328,             0.71138,            0.020382,            0.021854,           0.0035001,            0.008416,            0.008416,            0.008416
                  18,            0.028333,            0.043094,           0.0050309,              0.8665,             0.88556,             0.94019,              0.7121,            0.020587,            0.021625,           0.0045218,            0.008317,            0.008317,            0.008317
                  19,             0.02765,            0.043035,            0.004346,              0.8439,             0.89478,              0.9412,             0.71763,            0.020091,            0.021685,           0.0066993,            0.008218,            0.008218,            0.008218
                  20,             0.02729,             0.04216,           0.0049441,             0.87254,             0.90308,             0.94863,             0.72952,            0.020342,             0.02107,           0.0044941,            0.008119,            0.008119,            0.008119
                  21,            0.027257,            0.041532,           0.0036226,             0.87339,             0.91228,             0.95188,             0.73213,            0.020273,            0.021102,           0.0028784,             0.00802,             0.00802,             0.00802
                  22,            0.027025,            0.041227,           0.0031667,             0.89518,             0.89014,             0.94798,             0.74007,            0.019414,            0.021227,           0.0022026,            0.007921,            0.007921,            0.007921
                  23,             0.02615,            0.040446,           0.0030656,             0.90506,             0.90271,             0.95164,              0.7359,            0.019505,            0.020659,           0.0023455,            0.007822,            0.007822,            0.007822
                  24,             0.02664,            0.041408,           0.0029448,             0.89066,             0.88907,             0.95213,             0.74034,             0.01906,            0.020616,           0.0029829,            0.007723,            0.007723,            0.007723
                  25,            0.026032,            0.041254,           0.0031075,             0.89089,             0.89126,             0.95406,             0.74537,            0.019192,            0.020523,           0.0027476,            0.007624,            0.007624,            0.007624
                  26,            0.025308,            0.040697,           0.0028349,              0.8828,             0.89097,              0.9527,             0.73651,            0.018835,            0.020241,           0.0026782,            0.007525,            0.007525,            0.007525
                  27,            0.026229,            0.039953,           0.0028278,             0.88385,             0.90582,             0.95124,             0.73963,            0.018941,            0.020278,           0.0032828,            0.007426,            0.007426,            0.007426
                  28,            0.025133,             0.04023,           0.0025413,             0.89871,             0.90445,             0.95704,             0.75012,             0.01872,            0.020086,           0.0021269,            0.007327,            0.007327,            0.007327
                  29,            0.025071,            0.039465,           0.0024062,             0.88836,             0.90804,             0.95555,             0.74585,            0.018921,              0.0206,           0.0019637,            0.007228,            0.007228,            0.007228
                  30,            0.025396,             0.03991,           0.0025923,             0.89831,             0.91223,             0.95412,             0.75142,            0.018354,            0.020677,           0.0019082,            0.007129,            0.007129,            0.007129
                  31,            0.024953,            0.039858,           0.0027748,             0.88688,             0.91698,             0.95953,             0.75808,              0.0181,             0.02025,           0.0024917,             0.00703,             0.00703,             0.00703
                  32,            0.024688,            0.038992,           0.0025277,              0.8863,             0.90633,             0.95314,             0.74408,             0.01912,             0.02105,           0.0028079,            0.006931,            0.006931,            0.006931
                  33,            0.024911,            0.038599,           0.0024418,             0.86857,             0.90795,             0.95019,             0.74998,            0.018562,            0.020501,           0.0025143,            0.006832,            0.006832,            0.006832
                  34,            0.024382,            0.039992,           0.0027802,             0.89853,             0.88642,             0.94537,             0.74411,            0.018473,            0.020835,           0.0036279,            0.006733,            0.006733,            0.006733
                  35,            0.024249,            0.038717,           0.0027407,             0.87278,              0.9019,             0.94734,             0.74773,            0.018543,            0.020651,           0.0033632,            0.006634,            0.006634,            0.006634
                  36,            0.023984,            0.037625,           0.0024186,             0.88605,             0.90405,             0.94988,             0.74891,            0.018517,            0.020302,           0.0031693,            0.006535,            0.006535,            0.006535
                  37,            0.023818,            0.038349,           0.0021085,              0.9012,             0.88909,             0.94744,             0.74389,             0.01844,            0.021103,           0.0033403,            0.006436,            0.006436,            0.006436
                  38,            0.023622,             0.03747,           0.0026277,             0.88549,             0.89611,             0.95197,             0.74513,            0.018045,            0.020334,           0.0038956,            0.006337,            0.006337,            0.006337
                  39,            0.023711,            0.036912,            0.002147,             0.87066,             0.90334,             0.94824,             0.74334,            0.018168,            0.020907,           0.0039899,            0.006238,            0.006238,            0.006238
                  40,            0.023806,            0.038031,           0.0021771,             0.88638,             0.90156,             0.94913,             0.75278,            0.018366,            0.020437,           0.0032448,            0.006139,            0.006139,            0.006139
                  41,            0.022754,            0.035959,           0.0019248,             0.87325,             0.91007,             0.95245,             0.75586,            0.017829,            0.020246,           0.0028221,             0.00604,             0.00604,             0.00604
                  42,            0.022888,            0.037509,           0.0018172,             0.88668,             0.90842,             0.95797,             0.75993,            0.017669,            0.019928,           0.0020849,            0.005941,            0.005941,            0.005941
                  43,            0.023512,            0.037452,           0.0018401,             0.87884,             0.92518,             0.96028,             0.76506,              0.0177,            0.019912,            0.001919,            0.005842,            0.005842,            0.005842
                  44,            0.022794,            0.035714,           0.0016521,             0.88139,             0.91159,             0.95451,             0.76402,            0.018111,            0.020361,           0.0023478,            0.005743,            0.005743,            0.005743
                  45,            0.022733,            0.036558,           0.0017986,             0.90385,             0.90419,             0.96126,             0.76729,            0.017749,            0.019836,           0.0018875,            0.005644,            0.005644,            0.005644
                  46,            0.022639,            0.036304,           0.0017523,              0.8835,             0.92368,              0.9565,              0.7617,            0.017882,             0.02007,           0.0018527,            0.005545,            0.005545,            0.005545
                  47,            0.023258,            0.036653,           0.0015125,             0.88212,             0.91773,             0.95824,              0.7635,            0.017875,            0.019985,           0.0017881,            0.005446,            0.005446,            0.005446
                  48,            0.021891,            0.035439,           0.0015087,             0.87673,             0.91057,              0.9517,             0.75813,            0.018042,            0.020074,            0.002423,            0.005347,            0.005347,            0.005347
                  49,            0.022459,            0.036642,           0.0017807,              0.8625,             0.91621,             0.94819,             0.75585,            0.017704,            0.020175,           0.0044026,            0.005248,            0.005248,            0.005248
                  50,            0.022015,            0.035339,           0.0015317,             0.89555,             0.90248,             0.95663,             0.76555,            0.017911,            0.020402,           0.0023353,            0.005149,            0.005149,            0.005149
                  51,            0.021873,            0.035032,           0.0014584,              0.8988,             0.90021,             0.95285,             0.76395,            0.017711,            0.019965,           0.0024618,             0.00505,             0.00505,             0.00505
                  52,            0.021848,            0.035373,           0.0013819,             0.89599,             0.90877,              0.9553,             0.76573,            0.017549,              0.0201,           0.0016387,            0.004951,            0.004951,            0.004951
                  53,            0.021965,            0.035519,           0.0013532,             0.88213,             0.91505,             0.95541,             0.76381,            0.017544,            0.019761,           0.0019008,            0.004852,            0.004852,            0.004852
                  54,            0.021462,            0.034678,           0.0014493,             0.90351,             0.92515,             0.96311,              0.7699,            0.017493,            0.019967,           0.0012553,            0.004753,            0.004753,            0.004753
                  55,            0.021359,            0.034733,           0.0012734,             0.90623,             0.91347,             0.96253,              0.7714,            0.017329,            0.019877,           0.0011705,            0.004654,            0.004654,            0.004654
                  56,             0.02216,            0.035509,           0.0013163,             0.90463,             0.92288,             0.96215,              0.7703,            0.017259,            0.019972,           0.0011686,            0.004555,            0.004555,            0.004555
                  57,            0.021031,            0.034455,           0.0012993,             0.90619,             0.92716,             0.96232,             0.76778,            0.017418,            0.020009,           0.0009664,            0.004456,            0.004456,            0.004456
                  58,            0.021206,            0.035181,           0.0013017,             0.88013,             0.92636,             0.95656,             0.76675,            0.017407,            0.020374,           0.0018282,            0.004357,            0.004357,            0.004357
                  59,            0.021211,            0.033806,           0.0014684,             0.89156,             0.92022,             0.95904,             0.76747,            0.017564,            0.020255,           0.0017527,            0.004258,            0.004258,            0.004258
                  60,            0.021359,            0.033976,           0.0014889,              0.8909,             0.92195,             0.95956,             0.76585,            0.017569,            0.020179,           0.0014432,            0.004159,            0.004159,            0.004159
                  61,            0.021041,            0.033844,           0.0014621,             0.89721,             0.91995,              0.9585,             0.77018,            0.017284,            0.019811,          0.00087618,             0.00406,             0.00406,             0.00406
                  62,            0.021544,            0.034085,           0.0014674,             0.90467,             0.90585,             0.95765,             0.76965,            0.017408,            0.019941,           0.0017813,            0.003961,            0.003961,            0.003961
                  63,            0.021351,            0.034057,           0.0012693,             0.90288,             0.91241,              0.9595,              0.7696,            0.017558,            0.020355,           0.0015097,            0.003862,            0.003862,            0.003862
                  64,            0.020989,            0.033799,           0.0013319,             0.89757,             0.91536,             0.95849,             0.77001,            0.017249,            0.020417,           0.0013544,            0.003763,            0.003763,            0.003763
                  65,            0.020508,            0.033697,            0.001113,             0.90919,             0.90988,             0.95744,             0.76963,            0.017274,            0.019983,           0.0014026,            0.003664,            0.003664,            0.003664
                  66,            0.020488,            0.034395,           0.0010628,             0.89451,             0.92143,             0.96176,              0.7736,            0.017067,             0.02008,             0.00119,            0.003565,            0.003565,            0.003565
                  67,            0.020399,            0.032859,           0.0010766,             0.90434,             0.91644,             0.96011,             0.77059,            0.017433,             0.02011,           0.0010072,            0.003466,            0.003466,            0.003466
                  68,            0.020633,            0.033537,            0.001107,             0.89902,              0.9175,             0.95786,             0.77185,            0.017299,            0.020286,           0.0013379,            0.003367,            0.003367,            0.003367
                  69,            0.019992,            0.032769,           0.0010383,             0.90345,             0.92064,             0.96157,             0.77736,            0.017244,            0.020201,          0.00088228,            0.003268,            0.003268,            0.003268
                  70,            0.020122,            0.032817,           0.0010044,              0.8873,             0.91559,             0.95661,             0.77156,            0.017303,            0.020467,           0.0016307,            0.003169,            0.003169,            0.003169
                  71,            0.020023,            0.033344,           0.0010922,             0.90421,             0.90361,             0.95736,             0.77186,            0.017243,            0.020197,           0.0013508,             0.00307,             0.00307,             0.00307
                  72,            0.019736,            0.033098,            0.001005,             0.90215,             0.91046,             0.95508,             0.77343,            0.017352,            0.020308,           0.0010332,            0.002971,            0.002971,            0.002971
                  73,            0.019682,            0.032213,          0.00092875,             0.89947,             0.91621,             0.95789,             0.77412,            0.017069,            0.020211,           0.0011368,            0.002872,            0.002872,            0.002872
                  74,            0.019662,            0.032216,          0.00098242,              0.9105,             0.91005,             0.95485,             0.76927,            0.017593,              0.0208,               0.001,            0.002773,            0.002773,            0.002773
                  75,            0.020031,            0.032401,           0.0010056,             0.91148,             0.91909,             0.95918,             0.77468,             0.01755,            0.020484,          0.00078948,            0.002674,            0.002674,            0.002674
                  76,            0.020035,            0.032924,          0.00091424,             0.88867,             0.92932,             0.95525,             0.77705,            0.017263,            0.020547,          0.00066577,            0.002575,            0.002575,            0.002575
                  77,            0.019567,            0.032081,           0.0008451,              0.9099,              0.9188,             0.95986,             0.77905,            0.017048,            0.020281,          0.00076523,            0.002476,            0.002476,            0.002476
                  78,            0.019605,            0.032529,          0.00092692,             0.90389,             0.91538,             0.95656,             0.77451,            0.017146,            0.020471,          0.00097346,            0.002377,            0.002377,            0.002377
                  79,            0.019661,            0.032513,          0.00084995,              0.8918,             0.92643,             0.95939,             0.77499,            0.017128,             0.02029,           0.0011002,            0.002278,            0.002278,            0.002278
                  80,            0.019646,            0.032101,           0.0008217,             0.88713,             0.92208,             0.95441,             0.77188,            0.017283,            0.020628,           0.0010471,            0.002179,            0.002179,            0.002179
                  81,            0.019722,              0.0327,          0.00082553,              0.8945,              0.9203,             0.95843,              0.7748,            0.017275,            0.020765,           0.0007684,             0.00208,             0.00208,             0.00208
                  82,            0.019173,            0.031439,          0.00090992,             0.90431,             0.92216,             0.95809,             0.77634,            0.017311,            0.020446,          0.00097198,            0.001981,            0.001981,            0.001981
                  83,            0.018696,            0.030364,          0.00079519,             0.89909,             0.92116,             0.95924,             0.77798,            0.017178,            0.020695,           0.0010334,            0.001882,            0.001882,            0.001882
                  84,            0.018739,            0.031521,           0.0008117,             0.91242,             0.90917,             0.95531,             0.77491,            0.017249,            0.020698,           0.0012424,            0.001783,            0.001783,            0.001783
                  85,            0.018738,            0.030651,          0.00075449,             0.89585,             0.92031,             0.95769,             0.77687,            0.017147,            0.020758,            0.001359,            0.001684,            0.001684,            0.001684
                  86,              0.0189,            0.031606,          0.00068824,             0.90879,             0.92226,             0.95807,             0.77794,            0.017261,            0.020857,          0.00089795,            0.001585,            0.001585,            0.001585
                  87,            0.018903,            0.031257,          0.00071101,              0.9036,               0.912,             0.95637,             0.77627,             0.01723,               0.021,           0.0012203,            0.001486,            0.001486,            0.001486
                  88,            0.019034,            0.031644,          0.00068758,             0.90029,             0.91774,             0.95631,             0.77739,            0.017174,             0.02073,           0.0010374,            0.001387,            0.001387,            0.001387
                  89,            0.018624,            0.031865,          0.00063127,             0.89616,             0.92154,             0.95584,             0.77454,             0.01737,            0.021104,           0.0011579,            0.001288,            0.001288,            0.001288
                  90,            0.018526,            0.030481,          0.00066326,                 0.9,             0.92491,              0.9563,             0.77525,            0.017398,            0.020766,           0.0010565,            0.001189,            0.001189,            0.001189
                  91,            0.018622,            0.031381,          0.00073065,             0.89903,             0.92076,             0.95713,              0.7788,            0.017271,            0.020824,           0.0010008,             0.00109,             0.00109,             0.00109
                  92,            0.018269,            0.030681,          0.00065745,             0.89008,             0.92589,             0.95496,             0.78064,            0.017282,            0.020846,           0.0011327,            0.000991,            0.000991,            0.000991
                  93,            0.018456,            0.030314,          0.00062764,             0.90548,             0.91137,             0.95488,             0.77781,            0.017222,            0.021146,           0.0011578,            0.000892,            0.000892,            0.000892
                  94,            0.018404,            0.029884,          0.00067158,             0.90319,             0.91664,             0.95529,             0.77688,            0.017334,            0.021135,           0.0012791,            0.000793,            0.000793,            0.000793
                  95,            0.018542,            0.031088,          0.00057937,             0.90497,             0.91701,             0.95685,             0.78001,            0.017218,            0.021107,           0.0011318,            0.000694,            0.000694,            0.000694
                  96,            0.018313,             0.03105,          0.00056296,             0.90231,             0.91654,             0.95568,             0.77816,            0.017225,             0.02114,           0.0010723,            0.000595,            0.000595,            0.000595
                  97,            0.017879,            0.030118,          0.00053884,             0.89845,             0.91834,             0.95568,             0.78085,            0.017224,            0.020966,           0.0011141,            0.000496,            0.000496,            0.000496
                  98,            0.018157,             0.02992,          0.00059656,             0.90414,             0.91588,             0.95704,             0.78074,            0.017173,            0.020901,           0.0011139,            0.000397,            0.000397,            0.000397
                  99,            0.018213,            0.029693,          0.00054747,              0.9054,             0.91878,             0.95716,              0.7797,            0.017196,            0.020884,           0.0011814,            0.000298,            0.000298,            0.000298
