               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.017713,            0.029988,          0.00067311,             0.90403,             0.91599,              0.9557,             0.78057,             0.01699,            0.021647,           0.0012383,           0.0022285,           0.0022285,           0.0022285
                 159,            0.017669,            0.029735,          0.00063516,             0.90834,             0.91441,              0.9557,             0.77984,            0.017024,            0.021691,           0.0012104,            0.002179,            0.002179,            0.002179
                 160,             0.01778,            0.029565,           0.0006566,             0.90874,             0.91209,             0.95605,             0.77913,            0.017032,            0.021671,            0.001264,           0.0021295,           0.0021295,           0.0021295
                 161,            0.017472,            0.029129,          0.00064488,             0.90842,             0.91282,             0.95567,             0.77988,            0.017029,            0.021711,           0.0013108,             0.00208,             0.00208,             0.00208
                 162,            0.017523,            0.029509,          0.00057147,             0.90446,             0.91526,             0.95417,             0.77793,            0.017078,            0.021781,            0.001341,           0.0020305,           0.0020305,           0.0020305
                 163,            0.017453,            0.028517,          0.00064611,             0.90491,              0.9124,             0.95501,             0.77763,            0.017103,             0.02179,            0.001379,            0.001981,            0.001981,            0.001981
                 164,            0.017483,            0.029315,          0.00054323,             0.89841,             0.91749,             0.95571,             0.77928,            0.017119,            0.021724,           0.0014235,           0.0019315,           0.0019315,           0.0019315
                 165,            0.017468,            0.028835,          0.00062028,             0.90012,             0.91869,             0.95506,             0.78012,            0.017147,            0.021684,           0.0013826,            0.001882,            0.001882,            0.001882
                 166,            0.017512,            0.029004,          0.00057816,             0.89997,             0.92147,             0.95648,             0.78103,             0.01716,            0.021684,           0.0013602,           0.0018325,           0.0018325,           0.0018325
                 167,            0.017363,            0.028923,          0.00055384,             0.89909,             0.91909,             0.95612,             0.78127,            0.017135,            0.021667,           0.0013941,            0.001783,            0.001783,            0.001783
                 168,            0.017539,             0.02839,          0.00055406,             0.90415,             0.91482,              0.9563,             0.78168,            0.017142,            0.021687,           0.0013399,           0.0017335,           0.0017335,           0.0017335
                 169,            0.017422,            0.028732,          0.00050861,             0.90946,             0.91427,             0.95625,             0.78359,            0.017163,             0.02171,           0.0013393,            0.001684,            0.001684,            0.001684
                 170,            0.017066,            0.028559,          0.00050017,             0.90935,             0.91695,             0.95558,             0.78271,             0.01717,            0.021751,           0.0013701,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017212,            0.028573,          0.00051737,             0.90642,             0.91868,             0.95548,             0.78415,            0.017148,            0.021854,           0.0013843,            0.001585,            0.001585,            0.001585
                 172,            0.016945,            0.027795,          0.00060742,             0.90795,             0.91566,             0.95483,             0.78163,            0.017166,            0.022015,           0.0015132,           0.0015355,           0.0015355,           0.0015355
                 173,            0.017412,            0.028495,          0.00052612,             0.90042,             0.91826,             0.95469,             0.78207,            0.017155,            0.022041,           0.0015754,            0.001486,            0.001486,            0.001486
                 174,            0.017207,            0.028737,          0.00053082,             0.90297,             0.91689,             0.95511,             0.78235,            0.017121,            0.022038,            0.001576,           0.0014365,           0.0014365,           0.0014365
                 175,            0.017152,            0.028883,          0.00047924,             0.90755,             0.91473,             0.95547,             0.78367,            0.017135,            0.022026,           0.0014609,            0.001387,            0.001387,            0.001387
                 176,            0.016639,            0.027902,          0.00055864,             0.90237,             0.92211,             0.95546,             0.78307,            0.017158,            0.022036,           0.0014056,           0.0013375,           0.0013375,           0.0013375
                 177,              0.0166,            0.028345,          0.00051273,              0.9049,             0.91885,             0.95617,             0.78373,            0.017185,            0.022038,           0.0012898,            0.001288,            0.001288,            0.001288
                 178,            0.016876,            0.028025,          0.00046881,             0.90784,             0.91645,             0.95687,             0.78516,            0.017189,            0.022051,           0.0012409,           0.0012385,           0.0012385,           0.0012385
                 179,            0.016931,            0.027896,           0.0004359,             0.91037,             0.91168,             0.95689,             0.78454,            0.017168,            0.022088,           0.0013024,            0.001189,            0.001189,            0.001189
                 180,            0.016794,            0.027708,          0.00051792,             0.90143,             0.91957,             0.95662,             0.78438,            0.017172,            0.022055,           0.0014085,           0.0011395,           0.0011395,           0.0011395
                 181,            0.016785,            0.027157,          0.00050412,             0.90807,             0.91331,             0.95707,             0.78408,             0.01717,            0.022031,           0.0013975,             0.00109,             0.00109,             0.00109
                 182,            0.016737,            0.027831,          0.00047762,             0.90654,             0.91508,             0.95624,             0.78397,            0.017173,            0.022042,           0.0013963,           0.0010405,           0.0010405,           0.0010405
                 183,            0.016634,             0.02788,          0.00043323,             0.90544,             0.91632,             0.95615,             0.78346,            0.017192,            0.022092,           0.0013727,            0.000991,            0.000991,            0.000991
                 184,            0.017165,             0.02832,          0.00043907,             0.91747,             0.90553,               0.956,              0.7832,            0.017204,            0.022145,           0.0013651,           0.0009415,           0.0009415,           0.0009415
                 185,            0.016565,            0.027746,          0.00044529,             0.91995,             0.90249,              0.9553,             0.78319,            0.017213,            0.022179,           0.0013653,            0.000892,            0.000892,            0.000892
                 186,            0.016851,            0.027787,          0.00044961,             0.91851,             0.89998,             0.95555,             0.78289,            0.017215,             0.02218,           0.0013613,           0.0008425,           0.0008425,           0.0008425
                 187,            0.016692,             0.02816,          0.00044633,             0.91736,             0.90338,              0.9559,             0.78395,             0.01721,            0.022207,           0.0013637,            0.000793,            0.000793,            0.000793
                 188,            0.016852,            0.027819,          0.00039798,             0.91581,             0.90486,             0.95582,             0.78365,            0.017196,            0.022235,           0.0013545,           0.0007435,           0.0007435,           0.0007435
                 189,            0.016634,            0.027534,          0.00044201,              0.9173,             0.90444,             0.95557,             0.78317,            0.017194,             0.02226,           0.0013733,            0.000694,            0.000694,            0.000694
                 190,            0.016716,            0.027323,          0.00035918,             0.91754,             0.90361,              0.9553,             0.78405,            0.017185,            0.022327,           0.0013968,           0.0006445,           0.0006445,           0.0006445
                 191,             0.01629,            0.027703,          0.00046173,             0.90284,             0.91523,             0.95417,             0.78367,            0.017193,            0.022411,           0.0014154,            0.000595,            0.000595,            0.000595
                 192,             0.01649,            0.027511,          0.00043311,             0.90425,             0.91262,             0.95384,             0.78276,            0.017203,            0.022479,           0.0014444,           0.0005455,           0.0005455,           0.0005455
                 193,            0.016458,            0.026957,          0.00044721,             0.90634,             0.90973,             0.95362,             0.78291,            0.017207,            0.022516,           0.0014815,            0.000496,            0.000496,            0.000496
                 194,            0.016256,            0.026979,          0.00038221,             0.91183,             0.90272,             0.95346,              0.7831,            0.017224,             0.02257,           0.0015004,           0.0004465,           0.0004465,           0.0004465
                 195,            0.016403,            0.027508,          0.00044271,             0.90604,              0.9097,             0.95348,             0.78308,            0.017242,              0.0226,           0.0015378,            0.000397,            0.000397,            0.000397
                 196,            0.016388,            0.026927,           0.0003725,             0.90742,             0.90837,             0.95293,              0.7823,            0.017253,             0.02263,           0.0015727,           0.0003475,           0.0003475,           0.0003475
                 197,            0.016074,            0.026674,          0.00040429,             0.90608,             0.90919,             0.95296,             0.78226,            0.017256,            0.022641,           0.0015958,            0.000298,            0.000298,            0.000298
                 198,            0.015754,            0.026541,           0.0004175,             0.90402,             0.91146,             0.95266,             0.78222,             0.01726,            0.022665,           0.0016035,           0.0002485,           0.0002485,           0.0002485
                 199,            0.015902,            0.025855,          0.00042139,             0.90313,             0.91122,             0.95267,             0.78186,            0.017265,            0.022685,            0.001617,            0.000199,            0.000199,            0.000199
